URL,Question,Option A,Option B,Option C,Option D,GT,Prompt
https://attack.mitre.org/techniques/T1498,"In the context of Network DoS mitigation, what is the most effective approach when flood volumes exceed the network connection capacity of the targeted resource?",Blocking all incoming traffic,Filtering traffic upstream,Blocking all outgoing traffic,Using a firewall to identify malicious traffic,B,"You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D. **Question:** In the context of Network DoS mitigation, what is the most effective approach when flood volumes exceed the network connection capacity of the targeted resource? **Options:** A) Blocking all incoming traffic B) Filtering traffic upstream C) Blocking all outgoing traffic D) Using a firewall to identify malicious traffic **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text."
https://attack.mitre.org/techniques/T1498,"Which MITRE ATT&CK technique, specific to Enterprise, describes an adversarys attempt to exhaust the network bandwidth services rely on, as described in the provided text?",T1505,T1504.001,T1504.002,T1505.002,A,"You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D. **Question:** Which MITRE ATT&CK technique, specific to Enterprise, describes an adversarys attempt to exhaust the network bandwidth services rely on, as described in the provided text? **Options:** A) T1505 B) T1504.001 C) T1504.002 D) T1505.002 **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text."
https://attack.mitre.org/techniques/T1498,"Which of the following is NOT a typical indicator of a Network DoS attack, as described in the text?",Processes with unexpected network communication,Uncommon data flows in network traffic,High CPU utilization on the target server,Logs highlighting sensor health metrics,D,"You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D. **Question:** Which of the following is NOT a typical indicator of a Network DoS attack, as described in the text? **Options:** A) Processes with unexpected network communication B) Uncommon data flows in network traffic C) High CPU utilization on the target server D) Logs highlighting sensor health metrics **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text."
https://attack.mitre.org/techniques/T1498,"Which of the following is NOT a method commonly used by adversaries to perform Network DoS attacks, according to the provided text?",IP address spoofing,Botnets,Network segmentation,Reflection,C,"You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D. **Question:** Which of the following is NOT a method commonly used by adversaries to perform Network DoS attacks, according to the provided text? **Options:** A) IP address spoofing B) Botnets C) Network segmentation D) Reflection **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text."
https://attack.mitre.org/techniques/T1498/001,What MITRE ATT&CK technique ID and name are used to describe the adversary's tactic of directly sending a high volume of network traffic to the target in this scenario?,T1496,T1525,T1497,T1498,A,"You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D. **Question:** What MITRE ATT&CK technique ID and name are used to describe the adversary's tactic of directly sending a high volume of network traffic to the target in this scenario? **Options:** A) T1496 B) T1525 C) T1497 D) T1498 **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text."
https://attack.mitre.org/techniques/T1498/001,"In the context of mitigating DoS attacks, what is the main purpose of employing filtering mechanisms like those provided by ISPs or CDNs?",To identify the source of the attack traffic and take legal action against the attacker,"To redirect the attack traffic to a sinkhole, preventing it from reaching the target",To differentiate between legitimate and malicious traffic and block the attack traffic,To enhance the performance of the target network by optimizing traffic flow,C,"You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D. **Question:** In the context of mitigating DoS attacks, what is the main purpose of employing filtering mechanisms like those provided by ISPs or CDNs? **Options:** A) To identify the source of the attack traffic and take legal action against the attacker B) To redirect the attack traffic to a sinkhole, preventing it from reaching the target C) To differentiate between legitimate and malicious traffic and block the attack traffic D) To enhance the performance of the target network by optimizing traffic flow **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text."
https://attack.mitre.org/techniques/T1498/001,Which of the following is NOT a common strategy for on-premises filtering of DoS traffic?,Blocking source addresses associated with the attack,Blocking specific ports targeted by the attack,Blocking protocols used for traffic transport,Monitoring network traffic for unusual patterns,D,"You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D. **Question:** Which of the following is NOT a common strategy for on-premises filtering of DoS traffic? **Options:** A) Blocking source addresses associated with the attack B) Blocking specific ports targeted by the attack C) Blocking protocols used for traffic transport D) Monitoring network traffic for unusual patterns **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text."
https://attack.mitre.org/techniques/T1498/001,The text mentions the importance of creating a disaster recovery plan for Network DoS attacks. Which of the following is NOT a key element of such a plan?,Identifying critical resources that may be affected by the attack,Establishing procedures for restoring service after an attack,Assessing the risk associated with Network DoS attacks,Identifying the specific attacker and their motives,D,"You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D. **Question:** The text mentions the importance of creating a disaster recovery plan for Network DoS attacks. Which of the following is NOT a key element of such a plan? **Options:** A) Identifying critical resources that may be affected by the attack B) Establishing procedures for restoring service after an attack C) Assessing the risk associated with Network DoS attacks D) Identifying the specific attacker and their motives **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text."
https://attack.mitre.org/techniques/T1498/001,"According to the text, which of the following factors can make it extremely difficult to distinguish DDoS traffic from legitimate client traffic?",The use of advanced encryption techniques by the attacker,The high volume of traffic generated by the botnet,The use of a distributed network of compromised systems,The use of stateful protocols for the attack,C,"You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D. **Question:** According to the text, which of the following factors can make it extremely difficult to distinguish DDoS traffic from legitimate client traffic? **Options:** A) The use of advanced encryption techniques by the attacker B) The high volume of traffic generated by the botnet C) The use of a distributed network of compromised systems D) The use of stateful protocols for the attack **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text."
https://attack.mitre.org/techniques/T1498/002,"What is the MITRE ATT&CK technique ID and name for the technique described in the text as ""Adversaries may attempt to cause a denial of service (DoS) by reflecting a high-volume of network traffic to a target""?",T1515,T1529,T1512,T1514,A,"You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D. **Question:** What is the MITRE ATT&CK technique ID and name for the technique described in the text as ""Adversaries may attempt to cause a denial of service (DoS) by reflecting a high-volume of network traffic to a target""? **Options:** A) T1515 B) T1529 C) T1512 D) T1514 **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text."
https://attack.mitre.org/techniques/T1498/002,"According to the text, which protocol has been documented as a powerful protocol for reflection amplification attacks, with amplification sizes up to 51,200 times the requesting packet?",DNS,NTP,Memcache,HTTP,C,"You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D. **Question:** According to the text, which protocol has been documented as a powerful protocol for reflection amplification attacks, with amplification sizes up to 51,200 times the requesting packet? **Options:** A) DNS B) NTP C) Memcache D) HTTP **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text."
https://attack.mitre.org/techniques/T1498/002,Which of the following mitigation strategies for Network DoS attacks is NOT mentioned in the text?,Filter network traffic upstream,Block source addresses sourcing the attack,Implement intrusion detection systems (IDS),Block ports being targeted,C,"You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D. **Question:** Which of the following mitigation strategies for Network DoS attacks is NOT mentioned in the text? **Options:** A) Filter network traffic upstream B) Block source addresses sourcing the attack C) Implement intrusion detection systems (IDS) D) Block ports being targeted **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text."
https://attack.mitre.org/techniques/T1498/002,"In the context of MITRE ATT&CK Enterprise, what is the primary data source and component used to detect Network DoS attacks, as described in the text?",Network Traffic Flow,System Logs,Sensor Health,Memory Analysis,A,"You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D. **Question:** In the context of MITRE ATT&CK Enterprise, what is the primary data source and component used to detect Network DoS attacks, as described in the text? **Options:** A) Network Traffic Flow B) System Logs C) Sensor Health D) Memory Analysis **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text."
https://attack.mitre.org/techniques/T1498/002,"The text highlights the importance of a disaster recovery plan/business continuity plan in response to Network DoS attacks. What is the primary reason for this emphasis, according to the text?",To ensure that critical resources remain available during the attack,To quickly identify the source of the attack and take appropriate action,To investigate the attack and gather evidence for future analysis,To prevent similar attacks from occurring in the future,A,"You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D. **Question:** The text highlights the importance of a disaster recovery plan/business continuity plan in response to Network DoS attacks. What is the primary reason for this emphasis, according to the text? **Options:** A) To ensure that critical resources remain available during the attack B) To quickly identify the source of the attack and take appropriate action C) To investigate the attack and gather evidence for future analysis D) To prevent similar attacks from occurring in the future **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text."
https://attack.mitre.org/techniques/T1496,What MITRE ATT&CK technique ID and name are used to describe adversaries leveraging system resources to mine cryptocurrency?,T1497,T1496,T1490,T1499,A,"You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D. **Question:** What MITRE ATT&CK technique ID and name are used to describe adversaries leveraging system resources to mine cryptocurrency? **Options:** A) T1497 B) T1496 C) T1490 D) T1499 **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text."
https://attack.mitre.org/techniques/T1496,Which of the following groups is known to have used the XMRig cryptocurrency mining tool?,TeamTNT,Kinsing,DarkGate,LoudMiner,A,"You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D. **Question:** Which of the following groups is known to have used the XMRig cryptocurrency mining tool? **Options:** A) TeamTNT B) Kinsing C) DarkGate D) LoudMiner **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text."
https://attack.mitre.org/techniques/T1496,Which MITRE ATT&CK technique can be leveraged to identify suspicious network activity related to cryptocurrency mining?,T1055,T1071,T1072,T1073,C,"You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D. **Question:** Which MITRE ATT&CK technique can be leveraged to identify suspicious network activity related to cryptocurrency mining? **Options:** A) T1055 B) T1071 C) T1072 D) T1073 **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text."
https://attack.mitre.org/techniques/T1496,Which of the following data sources can be used to identify common cryptomining or proxyware processes?,Process Creation Monitor,Network Connection Creation Monitor,File Creation Monitor,All of the above,D,"You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D. **Question:** Which of the following data sources can be used to identify common cryptomining or proxyware processes? **Options:** A) Process Creation Monitor B) Network Connection Creation Monitor C) File Creation Monitor D) All of the above **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text."
https://attack.mitre.org/techniques/T1496,What is the primary goal of some cryptocurrency mining malware that specifically targets competing malware?,To steal cryptocurrency from victims,To ensure the malware has access to enough system resources to mine effectively,To create a botnet to perform DDoS attacks,To spread the malware to other systems,B,"You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D. **Question:** What is the primary goal of some cryptocurrency mining malware that specifically targets competing malware? **Options:** A) To steal cryptocurrency from victims B) To ensure the malware has access to enough system resources to mine effectively C) To create a botnet to perform DDoS attacks D) To spread the malware to other systems **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text."
https://attack.mitre.org/techniques/T1489,Which technique ID and name from the MITRE ATT&CK framework are used by the Conti ransomware group to disable services?,T1070.002,T1070.001,T1070.004,T1070.003,C,"You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D. **Question:** Which technique ID and name from the MITRE ATT&CK framework are used by the Conti ransomware group to disable services? **Options:** A) T1070.002 B) T1070.001 C) T1070.004 D) T1070.003 **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text."
https://attack.mitre.org/techniques/T1489,What is the common technique used by the Lazarus Group to hinder access to Exchange contents?,Stopping the MSExchangeIS service,Terminating the Exchange Server process,Deleting the Exchange database,Disabling the Exchange Web Services,A,"You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D. **Question:** What is the common technique used by the Lazarus Group to hinder access to Exchange contents? **Options:** A) Stopping the MSExchangeIS service B) Terminating the Exchange Server process C) Deleting the Exchange database D) Disabling the Exchange Web Services **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text."
https://attack.mitre.org/techniques/T1489,"According to the document, which of the following ransomware families uses the PsExec tool to stop services before executing ransomware?",Babuk,Indrik Spider,Maze,WannaCry,B,"You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D. **Question:** According to the document, which of the following ransomware families uses the PsExec tool to stop services before executing ransomware? **Options:** A) Babuk B) Indrik Spider C) Maze D) WannaCry **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text."
https://attack.mitre.org/techniques/T1489,What is a technique used by Olympic Destroyer to disable all services on an affected system?,Calling the ChangeServiceConfigW API,Modifying registry keys to disable services,Terminating service processes,Executing a PowerShell script to disable services,A,"You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D. **Question:** What is a technique used by Olympic Destroyer to disable all services on an affected system? **Options:** A) Calling the ChangeServiceConfigW API B) Modifying registry keys to disable services C) Terminating service processes D) Executing a PowerShell script to disable services **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text."
https://attack.mitre.org/techniques/T1489,Which of the following is NOT a method used by adversaries to disable services?,Using the Service Control Manager (SCM) API,Modifying the service binary path,Altering the service startup type to disabled,Changing the permissions of the service folder,D,"You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D. **Question:** Which of the following is NOT a method used by adversaries to disable services? **Options:** A) Using the Service Control Manager (SCM) API B) Modifying the service binary path C) Altering the service startup type to disabled D) Changing the permissions of the service folder **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text."
https://attack.mitre.org/techniques/T1529,"Which of the following ransomware groups has been observed to initiate a system shutdown, potentially to hinder incident response efforts?",Maze,LockerGoga,AvosLocker,WhisperGate,B,"You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D. **Question:** Which of the following ransomware groups has been observed to initiate a system shutdown, potentially to hinder incident response efforts? **Options:** A) Maze B) LockerGoga C) AvosLocker D) WhisperGate **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text."
https://attack.mitre.org/techniques/T1529,"According to the document, which technique ID and name from the MITRE ATT&CK framework are associated with the action of shutting down or rebooting a system?",T1070.001 - Shutdown/Reboot,T1490 - Inhibit System Recovery,T1070 -  Data Destruction,T1071.001 -  Disk Structure Wipe,A,"You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D. **Question:** According to the document, which technique ID and name from the MITRE ATT&CK framework are associated with the action of shutting down or rebooting a system? **Options:** A) T1070.001 - Shutdown/Reboot B) T1490 - Inhibit System Recovery C) T1070 -Data Destruction D) T1071.001 -Disk Structure Wipe **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text."
https://attack.mitre.org/techniques/T1529,"Which of the following techniques are NOT directly related to the shutdown or reboot of a system, but could be used in conjunction with a shutdown/reboot to impede recovery efforts?",Disk Structure Wipe,Inhibit System Recovery,Data Destruction,All of the above,D,"You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D. **Question:** Which of the following techniques are NOT directly related to the shutdown or reboot of a system, but could be used in conjunction with a shutdown/reboot to impede recovery efforts? **Options:** A) Disk Structure Wipe B) Inhibit System Recovery C) Data Destruction D) All of the above **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text."
https://attack.mitre.org/techniques/T1529,"Which of the following groups employs a technique that prioritizes the shutdown of the system after a process of data wiping, aiming to ensure the completion of their malicious goals?",APT37,Shamoon,Olympic Destroyer,KillDisk,B,"You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D. **Question:** Which of the following groups employs a technique that prioritizes the shutdown of the system after a process of data wiping, aiming to ensure the completion of their malicious goals? **Options:** A) APT37 B) Shamoon C) Olympic Destroyer D) KillDisk **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text."
https://attack.mitre.org/techniques/T1529,"In the context of network devices, what type of log could be used to detect the execution of commands that could lead to the shutdown or reboot of the device?",AAA logs,Security Information and Event Management (SIEM) logs,System logs,Firewall logs,A,"You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D. **Question:** In the context of network devices, what type of log could be used to detect the execution of commands that could lead to the shutdown or reboot of the device? **Options:** A) AAA logs B) Security Information and Event Management (SIEM) logs C) System logs D) Firewall logs **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text."
https://capec.mitre.org/data/definitions/1.html,"Within the context of MITRE ATT&CK Enterprise, what is the primary technique associated with the CAPEC 1574.010 Hijack Execution Flow: Services attack pattern?",T1574.001,T1574.003,T1574.010,T1574.002,C,"You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D. **Question:** Within the context of MITRE ATT&CK Enterprise, what is the primary technique associated with the CAPEC 1574.010 Hijack Execution Flow: Services attack pattern? **Options:** A) T1574.001 B) T1574.003 C) T1574.010 D) T1574.002 **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text."
https://capec.mitre.org/data/definitions/1.html,"Considering the MITRE ATT&CK Mobile framework, which of these techniques aligns with the CAPEC 1574.010 Hijack Execution Flow: Services attack pattern?",T1048,T1084,T1102,T1136,A,"You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D. **Question:** Considering the MITRE ATT&CK Mobile framework, which of these techniques aligns with the CAPEC 1574.010 Hijack Execution Flow: Services attack pattern? **Options:** A) T1048 B) T1084 C) T1102 D) T1136 **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text."
https://capec.mitre.org/data/definitions/1.html,"In the context of MITRE ATT&CK, the CAPEC 1574.010 Hijack Execution Flow: Services attack pattern relies on which of the following related weaknesses?",CWE-285,CWE-434,CWE-732,CWE-1327,A,"You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D. **Question:** In the context of MITRE ATT&CK, the CAPEC 1574.010 Hijack Execution Flow: Services attack pattern relies on which of the following related weaknesses? **Options:** A) CWE-285 B) CWE-434 C) CWE-732 D) CWE-1327 **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text."
https://capec.mitre.org/data/definitions/1.html,"According to CAPEC, what is the primary difference between a detailed attack pattern and a standard attack pattern?","Detailed attack patterns are more specific and target a specific technology, while standard attack patterns are more abstract.","Standard attack patterns are more comprehensive and include a complete execution flow, while detailed attack patterns focus on individual techniques.","Standard attack patterns are more specific and target a specific technology, while detailed attack patterns are more abstract.","Detailed attack patterns are more detailed and target a specific technology, while standard attack patterns are more general.",A,"You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D. **Question:** According to CAPEC, what is the primary difference between a detailed attack pattern and a standard attack pattern? **Options:** A) Detailed attack patterns are more specific and target a specific technology, while standard attack patterns are more abstract. B) Standard attack patterns are more comprehensive and include a complete execution flow, while detailed attack patterns focus on individual techniques. C) Standard attack patterns are more specific and target a specific technology, while detailed attack patterns are more abstract. D) Detailed attack patterns are more detailed and target a specific technology, while standard attack patterns are more general. **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text."
https://capec.mitre.org/data/definitions/1.html,The CAPEC 1574.010 Hijack Execution Flow: Services attack pattern outlines the exploitation of an administrator's oversight in configuring ACLs for a web application. What is the essential prerequisite for this attack to succeed?,The attacker must have access to a privileged account.,The attacker must possess knowledge of the application's architecture and code base.,The attacker must have the ability to bypass authentication mechanisms.,The attacker must be able to discover and exploit unprotected resources.,D,"You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D. **Question:** The CAPEC 1574.010 Hijack Execution Flow: Services attack pattern outlines the exploitation of an administrator's oversight in configuring ACLs for a web application. What is the essential prerequisite for this attack to succeed? **Options:** A) The attacker must have access to a privileged account. B) The attacker must possess knowledge of the application's architecture and code base. C) The attacker must have the ability to bypass authentication mechanisms. D) The attacker must be able to discover and exploit unprotected resources. **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text."
https://capec.mitre.org/data/definitions/2.html,"According to the provided MITRE ATT&CK Enterprise document, what is the primary objective of the T1531 - Account Access Removal technique?",To exploit a vulnerability in the target system to gain unauthorized access,To disrupt the normal operation of the target system by overloading its resources,To disable or remove a user's account to prevent them from accessing the system,To gain control of a user's account and use it to compromise other systems,C,"You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D. **Question:** According to the provided MITRE ATT&CK Enterprise document, what is the primary objective of the T1531 - Account Access Removal technique? **Options:** A) To exploit a vulnerability in the target system to gain unauthorized access B) To disrupt the normal operation of the target system by overloading its resources C) To disable or remove a user's account to prevent them from accessing the system D) To gain control of a user's account and use it to compromise other systems **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text."
https://capec.mitre.org/data/definitions/2.html,"Based on the MITRE ATT&CK Enterprise document, which of the following is NOT a valid technique that can be used to ""Investigate account lockout behavior of system""?",Analyze system documentation to identify events that could trigger account lockout,Obtain user account in the system and attempt to lock it out by sending malformed or incorrect data repeatedly,Determine another user's login ID and attempt to brute force their password until the account is locked out,Attempt to create accounts to determine if user IDs are already taken,D,"You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D. **Question:** Based on the MITRE ATT&CK Enterprise document, which of the following is NOT a valid technique that can be used to ""Investigate account lockout behavior of system""? **Options:** A) Analyze system documentation to identify events that could trigger account lockout B) Obtain user account in the system and attempt to lock it out by sending malformed or incorrect data repeatedly C) Determine another user's login ID and attempt to brute force their password until the account is locked out D) Attempt to create accounts to determine if user IDs are already taken **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text."
https://capec.mitre.org/data/definitions/2.html,"In the context of MITRE ATT&CK Enterprise, what is the relationship between T1531 - Account Access Removal and CWE-645 - Overly Restrictive Account Lockout Mechanism?",CWE-645 is a vulnerability that can be exploited to achieve T1531,T1531 is a vulnerability that can be exploited to achieve CWE-645,CWE-645 is a weakness that enables the success of T1531,T1531 is a weakness that enables the success of CWE-645,C,"You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D. **Question:** In the context of MITRE ATT&CK Enterprise, what is the relationship between T1531 - Account Access Removal and CWE-645 - Overly Restrictive Account Lockout Mechanism? **Options:** A) CWE-645 is a vulnerability that can be exploited to achieve T1531 B) T1531 is a vulnerability that can be exploited to achieve CWE-645 C) CWE-645 is a weakness that enables the success of T1531 D) T1531 is a weakness that enables the success of CWE-645 **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text."
https://capec.mitre.org/data/definitions/2.html,"According to the MITRE ATT&CK Enterprise document, what is the primary purpose of the ""Lock Out Accounts"" technique in T1531 - Account Access Removal?",To gain initial access to the target system,To maintain persistent access to the target system,To disrupt the normal operation of the target system,To disable or remove a user's account to prevent them from accessing the system,D,"You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D. **Question:** According to the MITRE ATT&CK Enterprise document, what is the primary purpose of the ""Lock Out Accounts"" technique in T1531 - Account Access Removal? **Options:** A) To gain initial access to the target system B) To maintain persistent access to the target system C) To disrupt the normal operation of the target system D) To disable or remove a user's account to prevent them from accessing the system **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text."
https://capec.mitre.org/data/definitions/2.html,"Which of the following is an effective mitigation strategy against T1531 - Account Access Removal, based on the information provided in the MITRE ATT&CK Enterprise document?",Implement strict password complexity policies,Enable multi-factor authentication for all users,Implement intelligent password throttling mechanisms that consider IP addresses,Implement account lockout policies with shorter timeouts,C,"You are given a multiple-choice question (MCQ) from a Cyber Threat Intelligence (CTI) knowledge benchmark dataset. Your task is to choose the best option among the four provided. Return your answer as a single uppercase letter: A, B, C, or D. **Question:** Which of the following is an effective mitigation strategy against T1531 - Account Access Removal, based on the information provided in the MITRE ATT&CK Enterprise document? **Options:** A) Implement strict password complexity policies B) Enable multi-factor authentication for all users C) Implement intelligent password throttling mechanisms that consider IP addresses D) Implement account lockout policies with shorter timeouts **Important:** The last line of your answer should contain only the single letter corresponding to the best option, with no additional text."
